shortName,symbol,fullExchangeName,dividendDate,trailingAnnualDividendRate,trailingAnnualDividendYield
Innovative International Acquis,IOACU,NasdaqGM,,0.0,0.0
Innovative International Acquisition Corp. Warrants,IOACW,NasdaqGM,,,
"IO Biotech, Inc.",IOBT,NasdaqGS,,0.0,0.0
Innovator International Develop,IOCT,NYSEArca,,,
ProShares Trust ProShares S&P G,ION,NYSEArca,,,
Assure Holdings Corp.,IONM,NasdaqCM,,0.0,0.0
"IonQ, Inc.",IONQ,NYSE,,0.0,0.0
ioneer Ltd,IONR,NasdaqCM,,0.0,0.0
"Ionis Pharmaceuticals, Inc.",IONS,NasdaqGS,,0.0,0.0
iShares Global 100 ETF,IOO,NYSEArca,,1.057,0.016051633
Income Opportunity Realty Inves,IOR,NYSE American,,0.0,0.0
Innospec Inc.,IOSP,NasdaqGS,2022-11-27 18:00:00,1.28,0.012824366
Samsara Inc.,IOT,NYSE,,0.0,0.0
"Iovance Biotherapeutics, Inc.",IOVA,NasdaqGM,,0.0,0.0
International Paper Company,IP,NYSE,2023-03-14 19:00:00,1.85,0.053654294
ImmunoPrecise Antibodies Ltd.,IPA,NasdaqGM,2020-11-22 18:00:00,0.0,0.0
iShares Core MSCI Pacific ETF,IPAC,NYSEArca,,,
"Inter Parfums, Inc.",IPAR,NasdaqGS,2023-03-30 19:00:00,2.0,0.014310246
ETFMG Prime Mobile Payments ETF,IPAY,NYSEArca,,0.0,0.0
"Merrill Lynch & Co., Inc. 6.051",IPB,NYSE American,2022-12-19 18:00:00,,
"Professional Diversity Network,",IPDN,NasdaqCM,2016-09-26 19:00:00,0.0,0.0
Listed Funds Trust Dividend Per,IPDP,BATS,,0.0,0.0
"Interpublic Group of Companies,",IPG,NYSE,2023-03-14 19:00:00,1.16,0.03491872
IPG Photonics Corporation,IPGP,NasdaqGS,2012-12-27 18:00:00,0.0,0.0
Innate Pharma S.A.,IPHA,NasdaqGS,,0.0,0.0
"Intrepid Potash, Inc",IPI,NYSE,2020-08-13 19:00:00,0.0,0.0
Invesco International BuyBack A,IPKW,NasdaqGM,2017-06-29 19:00:00,,
Renaissance IPO ETF,IPO,NYSEArca,,,
Renaissance Capital Greenwich F,IPOS,NYSEArca,,,
Listed Funds Trust Preferred-Pl,IPPP,BATS,,0.0,0.0
"Century Therapeutics, Inc.",IPSC,NasdaqGS,,0.0,0.0
InterPrivate III Financial Part,IPVF,NYSE American,,0.0,0.0
,IPVF-WS,,,,
InterPrivate IV InfraTech Partn,IPVI,NasdaqCM,,0.0,0.0
InterPrivate IV InfraTech Partn,IPVIU,NasdaqCM,,0.0,0.0
InterPrivate IV InfraTech Partners Inc. Warrant,IPVIW,NasdaqCM,,,
iPower Inc.,IPW,NasdaqCM,,0.0,0.0
Ideal Power Inc.,IPWR,NasdaqCM,2019-08-19 19:00:00,0.0,0.0
IperionX Limited,IPX,NasdaqCM,,0.0,0.0
"iQIYI, Inc.",IQ,NasdaqGS,,0.0,0.0
FlexShares International Qualit,IQDE,NYSEArca,,,
FlexShares International Qualit,IQDF,NYSEArca,,0.0,0.0
WisdomTree International Qualit,IQDG,BATS,,,
FlexShares International Qualit,IQDY,NYSEArca,,,
IQ MacKay Municipal Insured ETF,IQHI,NYSEArca,,,
Invesco Quality Municipal Incom,IQI,NYSE,2019-02-27 18:00:00,0.582,0.061070308
IQ 500 International ETF,IQIN,NYSEArca,,,
iShares MSCI Intl Quality Facto,IQLT,NYSEArca,,,
Franklin Intelligent Machines E,IQM,BATS,,,
Intelligent Medicine Acquisitio,IQMD,NasdaqGM,,0.0,0.0
Intelligent Medicine Acquisitio,IQMDU,NasdaqGM,,0.0,0.0
Intelligent Medicine Acquisition Corp. Warrant,IQMDW,NasdaqGM,,,
IQ Candriam ESG International E,IQSI,NYSEArca,,,
IndexIQ ETF Trust IQ Candriam E,IQSM,NYSEArca,,,
IQ Candriam ESG U.S. Large Cap ,IQSU,NYSEArca,,,
"IQVIA Holdings, Inc.",IQV,NYSE,,0.0,0.0
Ingersoll Rand Inc.,IR,NYSE,2023-03-23 19:00:00,0.08,0.0015114301
Iris Acquisition Corp,IRAA,NasdaqCM,,0.0,0.0
Iris Acquisition Corp,IRAAU,NasdaqCM,,0.0,0.0
,IRAAW,NasdaqGM,,0.0,0.0
Litman Gregory Funds Trust iMGP,IRBA,NYSEArca,,0.0,0.0
iShares Robotics and Artificial,IRBO,NYSEArca,,,
iRobot Corporation,IRBT,NasdaqGS,,0.0,0.0
Iridium Communications Inc,IRDM,NasdaqGS,2023-03-29 19:00:00,0.0,0.0
Iris Energy Limited,IREN,NasdaqGS,,0.0,0.0
IRIDEX Corporation,IRIX,NasdaqGM,,0.0,0.0
"New Ireland Fund, Inc (The)",IRL,NYSE,2018-12-27 18:00:00,2.282,0.21901664
Iron Mountain Incorporated (Del,IRM,NYSE,2023-04-04 19:00:00,2.474,0.047512963
iRadimed Corporation,IRMD,NasdaqCM,2023-02-20 18:00:00,0.0,0.0
"IronNet, Inc.",IRNT,NYSE,,0.0,0.0
"Disc Medicine, Inc.",IRON,NasdaqGM,,0.0,0.0
"IF Bancorp, Inc.",IROQ,NasdaqCM,2023-04-13 19:00:00,0.375,0.023076924
Integrated Rail and Resources A,IRRX,NYSE,,0.0,0.0
,IRRX-WS,,,,
IRSA Inversiones Y Representaci,IRS,NYSE,2022-12-04 18:00:00,5.414,1.0351816
,IRS-WS,,,,
"Independence Realty Trust, Inc.",IRT,NYSE,2023-01-19 18:00:00,0.54,0.032886725
"iRhythm Technologies, Inc.",IRTC,NasdaqGS,,0.0,0.0
Global X Funds Global X Interes,IRVH,NYSEArca,,,
"Ironwood Pharmaceuticals, Inc.",IRWD,NasdaqGS,,0.0,0.0
iShares Morningstar Small-Cap E,ISCB,NYSEArca,,0.602,0.013198831
iShares International Small?Cap,ISCF,NYSEArca,,,
iShares Morningstar Small-Cap G,ISCG,NYSEArca,,0.049,0.0012884565
iShares Morningstar Small-Cap V,ISCV,NYSEArca,,0.92,0.018135225
PGIM Short Duration High Yield ,ISD,NYSE,2019-02-27 18:00:00,0.0,0.0
Invesco Actively Managed Exchan,ISDB,BATS,,0.0,0.0
Issuer Direct Corporation,ISDR,NYSE American,2018-08-12 19:00:00,0.0,0.0
Invesco RAFI Strategic Develope,ISDX,NasdaqGM,2018-12-30 18:00:00,,
"IVERIC bio, Inc.",ISEE,NasdaqGS,,0.0,0.0
Invesco RAFI Strategic Emerging,ISEM,NasdaqGM,2018-12-30 18:00:00,0.0,0.0
iShares 1-3 Year International ,ISHG,NasdaqGM,2015-08-06 19:00:00,,
First Trust S-Network E-Commerc,ISHP,NasdaqGM,,,
"Insignia Systems, Inc.",ISIG,NasdaqCM,2021-01-03 18:00:00,0.0,0.0
Inspire Small/Mid Cap ETF,ISMD,NYSEArca,,,
IsoPlexis Corporation,ISO,NasdaqGS,,0.0,0.0
iSpecimen Inc.,ISPC,NasdaqCM,,0.0,0.0
Inspirato Incorporated,ISPO,NasdaqGM,,0.0,0.0
,ISPOW,NasdaqGM,,0.0,0.0
VanEck Israel ETF,ISRA,NYSEArca,,,
"Intuitive Surgical, Inc.",ISRG,NasdaqGS,,0.0,0.0
Israel Acquisitions Corp,ISRL,NasdaqGM,,0.0,0.0
Israel Acquisitions Corp,ISRLU,NasdaqGM,,0.0,0.0
Israel Acquisitions Corp Warran,ISRLW,NasdaqGM,,0.0,0.0
Innovative Solutions and Suppor,ISSC,NasdaqGS,2020-12-29 18:00:00,0.0,0.0
iShares Core 1-5 Year USD Bond ,ISTB,NasdaqGM,2018-04-05 19:00:00,0.0,0.0
Investar Holding Corporation,ISTR,NasdaqGM,2023-01-30 18:00:00,0.365,0.023174604
"iSun, Inc.",ISUN,NasdaqCM,,0.0,0.0
iShares Trust iShares Internati,ISVL,BATS,,,
Amplify BlackSwan ISWN ETF,ISWN,NYSEArca,,,
iShares MSCI Intl Size Factor E,ISZE,NYSEArca,,,
"Gartner, Inc.",IT,NYSE,,0.0,0.0
iShares U.S. Aerospace & Defens,ITA,BATS,,,
Sparkline Intangible Value ETF,ITAN,NYSEArca,,,
Industrial Tech Acquisitions II,ITAQ,NasdaqGM,,0.0,0.0
Industrial Tech Acquisitions II,ITAQU,NasdaqGM,,0.0,0.0
Industrial Tech Acquisitions II,ITAQW,NasdaqGS,,0.0,0.0
iShares U.S. Home Construction ,ITB,BATS,,0.0,0.0
Itau CorpBanca,ITCB,NYSE,2022-04-03 19:00:00,0.0,0.0
Intra-Cellular Therapies Inc.,ITCI,NasdaqGS,,0.0,0.0
BlueStar Israel Technology ETF,ITEQ,NYSEArca,2017-12-27 18:00:00,,
Integer Holdings Corporation,ITGR,NYSE,,0.0,0.0
"Iteris, Inc.",ITI,NasdaqCM,,0.0,0.0
Investors Title Company,ITIC,NasdaqGS,2023-03-30 19:00:00,1.84,0.0124906665
VanEck ETF Trust VanEck Interme,ITM,BATS,,,
"iTeos Therapeutics, Inc.",ITOS,NasdaqGM,,0.0,0.0
iShares Core S&P Total U.S. Sto,ITOT,NYSEArca,,1.246,0.014454758
"IT Tech Packaging, Inc.",ITP,NYSE American,2013-12-15 18:00:00,0.0,0.0
Integra Resources Corp.,ITRG,NYSE American,2020-07-08 19:00:00,0.0,0.0
"Itron, Inc.",ITRI,NasdaqGS,,0.0,0.0
Iterum Therapeutics plc,ITRM,NasdaqCM,,0.0,0.0
Ituran Location and Control Ltd,ITRN,NasdaqGS,2023-04-03 19:00:00,0.56,0.02475685
ITT Inc.,ITT,NYSE,2023-04-02 19:00:00,1.056,0.013186812
Itau Unibanco Banco Holding SA,ITUB,NYSE,2023-05-11 19:00:00,0.854,0.1936508
Illinois Tool Works Inc.,ITW,NYSE,2023-04-12 19:00:00,5.06,0.022139575
Invesco RAFI Strategic US ETF,IUS,NasdaqGM,2018-12-30 18:00:00,,
iShares Core Total USD Bond Mar,IUSB,NasdaqGM,2018-04-05 19:00:00,0.0,0.0
iShares Core S&P U.S. Growth ET,IUSG,NasdaqGM,2018-03-27 19:00:00,0.728,0.008672861
Invesco RAFI Strategic US Small,IUSS,NasdaqGM,2018-12-30 18:00:00,0.0,0.0
iShares Core S&P U.S. Value ETF,IUSV,NasdaqGM,2018-03-27 19:00:00,1.447,0.020478345
Inventiva S.A. - American Depos,IVA,NasdaqGM,,0.0,0.0
"Intevac, Inc.",IVAC,NasdaqGS,,0.0,0.0
Alpha Architect International Q,IVAL,BATS,,0.0,0.0
Investcorp India Acquisition Co,IVCA,NasdaqGM,,0.0,0.0
Investcorp India Acquisition Co,IVCAU,NasdaqGM,,0.0,0.0
Investcorp India Acquisition Co,IVCAW,NasdaqGS,,0.0,0.0
Investcorp Europe Acquisition C,IVCB,NasdaqGM,,0.0,0.0
Investcorp Europe Acquisition C,IVCBU,NasdaqGM,,0.0,0.0
Investcorp Europe Acquisition C,IVCBW,NasdaqGS,,0.0,0.0
Swiftmerge Acquisition Corp.,IVCP,NasdaqGM,,0.0,0.0
Swiftmerge Acquisition Corp.,IVCPU,NasdaqGM,,0.0,0.0
Swiftmerge Acquisition Corp. Wa,IVCPW,NasdaqGS,,0.0,0.0
"Iveda Solutions, Inc.",IVDA,NasdaqCM,,0.0,0.0
"Iveda Solutions, Inc. Warrant",IVDAW,NasdaqGS,,0.0,0.0
Invesco Focused Discovery Growt,IVDG,BATS,,,
iShares S&P 500 Value ETF,IVE,NYSEArca,,2.849,0.019605009
iShares Emergent Food and AgTec,IVEG,NasdaqGM,,0.0,0.0
Wedbush ETFMG Global Cloud Tech,IVES,NYSEArca,,,
Ivy High Income Opportunities F,IVH,NYSE,2019-02-27 18:00:00,0.0,0.0
Invesco US Large Cap Core ESG E,IVLC,BATS,,,
iShares MSCI Intl Value Factor ,IVLU,NYSEArca,,,
Vanguard S&P Mid-Cap 400 Growth,IVOG,NYSEArca,,,
Quadratic Interest Rate Volatil,IVOL,NYSEArca,,,
Vanguard S&P Mid-Cap 400 ETF,IVOO,NYSEArca,,0.0,0.0
Vanguard S&P Mid-Cap 400 Value ,IVOV,NYSEArca,,,
INVESCO MORTGAGE CAPITAL INC,IVR,NYSE,2023-01-26 18:00:00,3.1,0.2797834
Invesco Real Assets ESG ETF,IVRA,BATS,,,
iShares Trust iShares Future Me,IVRS,NYSEArca,,,
Invesco Select Growth ETF,IVSG,BATS,,,
InvenTrust Properties Corp.,IVT,NYSE,2023-01-12 18:00:00,0.821,0.03723356
iShares Core S&P 500 ETF,IVV,NYSEArca,,5.688,0.014541364
"Invivyd, Inc.",IVVD,NasdaqGM,,0.0,0.0
iShares S&P 500 Growth ETF,IVW,NYSEArca,,0.437,0.007238695
Invesco Ltd,IVZ,NYSE,2023-03-01 18:00:00,0.75,0.04681648
iShares Russell 1000 ETF,IWB,NYSEArca,,2.889,0.013490544
iShares Microcap ETF,IWC,NYSEArca,,,
iShares Russell 1000 Value ETF,IWD,NYSEArca,,2.625,0.017907089
ETRACS 2x Leveraged US Value Fa,IWDL,NYSEArca,,,
iShares Russell 1000 Growth ETF,IWF,NYSEArca,,1.521,0.006625719
IQ MacKay Municipal Insured ETF,IWFG,NYSEArca,,,
iShares Virtual Work and Life M,IWFH,NYSEArca,,,
ETRACS 2x Leveraged US Growth F,IWFL,NYSEArca,,,
Amplify ETF Trust Amplify Infla,IWIN,NYSEArca,,,
iShares Russell Top 200 ETF,IWL,NYSEArca,,,
IQ MacKay Municipal Insured ETF,IWLG,NYSEArca,,,
iShares Russell 2000 ETF,IWM,NYSEArca,,2.017,0.011617994
ETRACS 2x Leveraged US Size Fac,IWML,NYSEArca,,,
iShares Russell 2000 Value ETF,IWN,NYSEArca,,2.054,0.015214814
iShares Russell 2000 Growth ETF,IWO,NYSEArca,,1.176,0.005386588
iShares Russell Midcap Growth E,IWP,NYSEArca,,0.315,0.0036449896
iShares Russell Mid-Cap ETF,IWR,NYSEArca,,0.802,0.012013181
iShares Russell Mid-cap Value E,IWS,NYSEArca,,1.627,0.015983889
iShares MSCI Water Management M,IWTR,NasdaqGM,,0.0,0.0
iShares Russell 3000 ETF,IWV,NYSEArca,,2.895,0.0129154585
iShares Russell Top 200 Value E,IWX,NYSEArca,,,
iShares Russell Top 200 Growth ,IWY,NYSEArca,,,
Orix Corp,IX,NYSE,2022-12-12 18:00:00,89.4,1.0959913
IX Acquisition Corp.,IXAQ,NasdaqGM,,0.0,0.0
IX Acquisition Corp.,IXAQU,NasdaqGM,,0.0,0.0
IX Acquisition Corp. Warrant,IXAQW,NasdaqGM,,,
iShares Global Energy ETF,IXC,NYSEArca,,1.024,0.029049646
iShares Global Financial ETF,IXG,NYSEArca,,0.888,0.013351375
Incannex Healthcare Limited,IXHL,NasdaqGM,,0.0,0.0
iShares Global Healthcare ETF,IXJ,NYSEArca,,0.973,0.012174675
iShares Global Tech ETF,IXN,NYSEArca,,0.359,0.007169962
iShares Global Comm Services ET,IXP,NYSEArca,,0.71,0.011866956
WisdomTree India Ex-State-Owned,IXSE,NYSEArca,,0.0,0.0
iShares Core MSCI Total Interna,IXUS,NasdaqGM,2016-12-27 18:00:00,,
iShares U.S. Consumer Discretio,IYC,NYSEArca,,0.423,0.0069538057
iShares U.S. Energy ETF,IYE,NYSEArca,,0.83,0.020263672
iShares U.S. Financial ETF,IYF,NYSEArca,,1.082,0.015620039
iShares U.S. Financial Services,IYG,NYSEArca,,2.499,0.016907984
iShares U.S. Healthcare ETF,IYH,NYSEArca,,2.91,0.010953027
iShares U.S. Industrials ETF,IYJ,BATS,,0.925,0.009667642
iShares U.S. Consumer Staples E,IYK,NYSEArca,,2.45,0.012669356
iShares Morningstar Multi-Asset,IYLD,BATS,,,
iShares U.S. Basic Materials ET,IYM,NYSEArca,,1.797,0.014432576
iShares U.S. Real Estate ETF,IYR,NYSEArca,,1.861,0.022175882
iShares Trust iShares U.S. Tran,IYT,BATS,,1.884,0.00861139
iShares U.S. Technology ETF,IYW,NYSEArca,,0.032,0.00037309085
iShares Dow Jones U.S. ETF,IYY,NYSEArca,,1.254,0.013191668
iShares U.S. Telecommunications,IYZ,BATS,,0.81,0.036420863
"IZEA Worldwide, Inc.",IZEA,NasdaqCM,,0.0,0.0
ICZOOM Group Inc. Class A Ordin,IZM,NasdaqGM,,0.0,0.0
ARK Israel Innovative Technolog,IZRL,BATS,,,
Jacobs Solutions Inc.,J,NYSE,2023-03-23 19:00:00,0.92,0.00797227
Janus Henderson AAA CLO ETF,JAAA,NYSEArca,,0.0,0.0
Jack In The Box Inc.,JACK,NasdaqGS,2023-03-27 19:00:00,1.76,0.021934198
"Jaguar Health, Inc.",JAGX,NasdaqCM,2019-06-06 19:00:00,0.0,0.0
"JAKKS Pacific, Inc.",JAKK,NasdaqGS,2020-07-09 19:00:00,0.0,0.0
Jamf Holding Corp.,JAMF,NasdaqGS,,0.0,0.0
JanOne Inc.,JAN,NasdaqCM,2019-04-21 19:00:00,0.0,0.0
AllianzIM U.S. Large Cap Buffer,JANT,NYSEArca,,0.0,0.0
AllianzIM U.S. Large Cap Buffer,JANW,NYSEArca,,0.0,0.0
"Janux Therapeutics, Inc.",JANX,NasdaqGM,,0.0,0.0
TrueShares Structured Outcome (,JANZ,BATS,,,
Jupiter Acquisition Corporation,JAQC,NasdaqCM,,0.0,0.0
Jupiter Acquisition Corporation,JAQCU,NasdaqCM,,0.0,0.0
Jupiter Acquisition Corporation Warrants,JAQCW,NasdaqCM,,,
JATT Acquisition Corp,JATT,NYSE,,0.0,0.0
,JATT-WS,,,,
JPMorgan Active Value ETF,JAVA,NYSEArca,,,
Jazz Pharmaceuticals plc,JAZZ,NasdaqGS,,0.0,0.0
Janus Detroit Street Trust Janu,JBBB,BATS,,,
JBG SMITH Properties,JBGS,NYSE,2023-01-11 18:00:00,0.9,0.058403634
"J.B. Hunt Transport Services, I",JBHT,NasdaqGS,2023-02-23 18:00:00,1.6,0.009480358
"Janus International Group, Inc.",JBI,NYSE,,0.0,0.0
Lehman ABS 3.50 3.50% Adjustabl,JBK,NYSE,2023-02-14 18:00:00,,
Jabil Inc.,JBL,NYSE,2023-03-01 18:00:00,0.32,0.0039835675
JetBlue Airways Corporation,JBLU,NasdaqGS,,0.0,0.0
"John B. Sanfilippo & Son, Inc.",JBSS,NasdaqGS,2022-12-20 18:00:00,0.75,0.007884777
John Bean Technologies Corporat,JBT,NYSE,2023-03-19 19:00:00,0.4,0.0038952185
Nuveen Core Equity Alpha Fund N,JCE,NYSE,2018-12-30 18:00:00,0.0,0.0
Johnson Controls International ,JCI,NYSE,2023-04-13 19:00:00,1.4,0.023732835
JPMorgan Core Plus Bond ETF,JCPB,BATS,,0.0,0.0
J P MORGAN EXCHANGE-TRADED FD T,JCPI,BATS,,,
JE Cleantech Holdings Limited,JCSE,NasdaqCM,,0.0,0.0
Jewett-Cameron Trading Company,JCTCF,NasdaqCM,,0.0,0.0
JPMorgan Carbon Transition U.S.,JCTR,NYSEArca,,,
"JD.com, Inc.",JD,NasdaqGS,2022-06-13 19:00:00,4.276,0.10869344
Direxion Daily Junior Gold Mine,JDST,NYSEArca,,,
Jefferies Financial Group Inc.,JEF,NYSE,2023-02-23 18:00:00,1.2,0.03882239
"JELD-WEN Holding, Inc.",JELD,NYSE,,0.0,0.0
JPMorgan ActiveBuilders Emergin,JEMA,BATS,,,
Nuveen Emerging Markets Debt 20,JEMD,NYSE,2019-01-31 18:00:00,0.0,0.0
JPMorgan Equity Premium Income ,JEPI,NYSEArca,,,
JPMorgan Nasdaq Equity Premium ,JEPQ,NasdaqGM,,,
"Aberdeen Japan Equity Fund, Inc",JEQ,NYSE,2019-01-09 18:00:00,0.48,0.09142857
U.S. Global Jets ETF,JETS,NYSEArca,,0.0,0.0
Adamas One Corp.,JEWL,NasdaqCM,,0.0,0.0
Jeffs' Brands Ltd,JFBR,NasdaqCM,,0.0,0.0
,JFBRW,NasdaqCM,,0.0,0.0
Jiayin Group Inc.,JFIN,NasdaqGM,,0.0,0.0
Nuveen Floating Rate Income Fun,JFR,NYSE,2019-01-31 18:00:00,0.704,0.08922687
9F Inc.,JFU,NasdaqGM,,0.0,0.0
Jacob Funds Inc. Jacob Forward ,JFWD,NYSEArca,,,
Aurora Mobile Limited,JG,NasdaqGM,,0.0,0.0
Jaguar Global Growth Corporatio,JGGC,NasdaqGM,,0.0,0.0
Jaguar Global Growth Corporatio,JGGCR,NasdaqGM,,0.0,0.0
Jaguar Global Growth Corporatio,JGGCU,NasdaqGM,,0.0,0.0
Jaguar Global Growth Corporatio,JGGCW,NasdaqGM,,0.0,0.0
Nuveen Global High Income Fund ,JGH,NYSE,2019-01-31 18:00:00,0.0,0.0
J.P. Morgan Exchange-Traded Fun,JGRO,NYSEArca,,0.0,0.0
Nuveen High Income 2023 Target ,JHAA,NYSE,2019-02-28 18:00:00,0.0,0.0
John Hancock Corporate Bond ETF,JHCB,NYSEArca,,,
John Hancock Exchange-Traded Fu,JHDV,NYSEArca,,0.0,0.0
John Hancock Multifactor Emergi,JHEM,NYSEArca,,0.0,0.0
Janus Henderson Group plc,JHG,NYSE,2023-02-27 18:00:00,1.56,0.061272584
John Hancock Investors Trust,JHI,NYSE,2018-12-30 18:00:00,1.317,0.10786241
John Hancock Exchange-Traded Fu,JHID,NYSEArca,,0.0,0.0
John Hancock Mortgage-Backed Se,JHMB,NYSEArca,,,
John Hancock Exchange-Traded Fu,JHMD,NYSEArca,,,
John Hancock Multifactor Large ,JHML,NYSEArca,,,
John Hancock Multifactor Mid Ca,JHMM,NYSEArca,,0.0,0.0
John Hancock Exchange-Traded Fu,JHPI,NYSEArca,,,
John Hancock Income Securities ,JHS,NYSE,2018-12-30 18:00:00,0.92,0.085185185
John Hancock Multifactor Small ,JHSC,NYSEArca,,,
James Hardie Industries plc,JHX,NYSE,2022-07-28 19:00:00,0.3,0.0149700595
Janus Henderson Sustainable & I,JIB,NYSEArca,,,
JPMorgan ActiveBuilders Interna,JIDA,NYSEArca,,,
JPMorgan International Growth E,JIG,NYSEArca,,,
"J. Jill, Inc.",JILL,NYSE,2020-11-09 18:00:00,0.0,0.0
J.P. Morgan Exchange-Traded Fun,JIRE,NYSEArca,,,
iPathA Series B Bloomberg Agric,JJA,NYSEArca,,,
iPathA Series B Bloomberg Coppe,JJC,NYSEArca,,,
iPathA Series B Bloomberg Energ,JJE,NYSEArca,,,
iPathA Series B Bloomberg Grain,JJG,NYSEArca,,,
iPathA Series B Bloomberg Indus,JJM,NYSEArca,,,
iPathA Series B Bloomberg Nicke,JJN,NYSEArca,,,
iPathA Series B Bloomberg Preci,JJP,NYSEArca,,,
iPathA Series B Bloomberg Softs,JJS,NYSEArca,,,
J & J Snack Foods Corp.,JJSF,NasdaqGS,2023-04-10 19:00:00,2.666,0.018648572
iPathA Series B Bloomberg Tin S,JJT,NYSEArca,,,
iPathA Series B Bloomberg Alumi,JJU,NYSEArca,,,
"Jack Henry & Associates, Inc.",JKHY,NasdaqGS,2023-03-23 19:00:00,1.96,0.013474494
JinkoSolar Holding Company Limi,JKS,NYSE,,0.0,0.0
Jones Lang LaSalle Incorporated,JLL,NYSE,2019-12-12 18:00:00,0.0,0.0
Nuveen Mortgage Opportunity Ter,JLS,NYSE,2019-01-31 18:00:00,0.0,0.0
Maxpro Capital Acquisition Corp,JMAC,NasdaqGM,,0.0,0.0
Maxpro Capital Acquisition Corp,JMACU,NasdaqGM,,0.0,0.0
Maxpro Capital Acquisition Corp. Warrants,JMACW,NasdaqGM,,,
Janus Henderson Mortgage-Backed,JMBS,NYSEArca,,0.0,0.0
J.P. Morgan Exchange-Traded Fun,JMEE,NYSEArca,,,
Jumia Technologies AG,JMIA,NYSE,,0.0,0.0
Nuveen Multi-Market Income Fund,JMM,NYSE,2019-01-31 18:00:00,0.349,0.059965637
JPMorgan U.S. Momentum Factor E,JMOM,NYSEArca,,,
"John Marshall Bancorp, Inc.",JMSB,NasdaqCM,2022-05-23 19:00:00,0.0,0.0
JPMorgan Ultra-Short Municipal ,JMST,BATS,,0.0,0.0
JPMorgan Municipal ETF,JMUB,BATS,,,
"Jounce Therapeutics, Inc.",JNCE,NasdaqGS,,0.0,0.0
Johnson & Johnson,JNJ,NYSE,2023-03-06 18:00:00,4.45,0.028830577
SPDR Bloomberg High Yield Bond ,JNK,NYSEArca,,4.242,0.047206767
"Juniper Networks, Inc.",JNPR,NYSE,2023-03-21 19:00:00,0.84,0.027361562
Direxion Daily Junior Gold Mine,JNUG,NYSEArca,,0.0,0.0
iPathA Series B Bloomberg Coffe,JO,NYSEArca,,,
"JOANN, Inc.",JOAN,NasdaqGM,2022-09-22 19:00:00,0.43,0.1936937
GEE Group Inc.,JOB,NYSE American,,0.0,0.0
"Joby Aviation, Inc.",JOBY,NYSE,,0.0,0.0
St. Joe Company (The),JOE,NYSE,2023-03-27 19:00:00,0.4,0.010015023
Virtus Terranova U.S. Quality M,JOET,NasdaqGM,,,
Japan Smaller Capitalization Fu,JOF,NYSE,2018-12-26 18:00:00,0.606,0.091679275
ATAC Credit Rotation ETF,JOJO,NYSEArca,,,
Johnson Outdoors Inc.,JOUT,NasdaqGS,2023-04-26 19:00:00,1.22,0.020538721
Nuveen Preferred & Income Oppor,JPC,NYSE,2019-01-31 18:00:00,0.636,0.094642855
JPMorgan Diversified Return Eme,JPEM,NYSEArca,,0.0,0.0
Nuveen Preferred and Income Ter,JPI,NYSE,2019-01-31 18:00:00,0.0,0.0
J.P. Morgan Exchange-Traded Fun,JPIB,BATS,,,
JPMorgan Income ETF,JPIE,NYSEArca,,,
JPMorgan Diversified Return Int,JPIN,NYSEArca,,,
JP Morgan Chase & Co.,JPM,NYSE,2023-01-30 18:00:00,4.0,0.031186653
JPMorgan USD Emerging Markets S,JPMB,NYSEArca,,,
JPMorgan Diversified Return U.S,JPME,NYSEArca,,0.0,0.0
J.P. Morgan Exchange-Traded Fun,JPRE,NYSEArca,,,
Nuveen Preferred & Income Secur,JPS,NYSE,2019-01-31 18:00:00,0.59,0.09090909
JPMorgan Diversified Return U.S,JPSE,NYSEArca,,,
JPMorgan Ultra-Short Income ETF,JPST,NYSEArca,2018-07-04 19:00:00,,
J.P. Morgan Exchange-Traded Fun,JPSV,NYSEArca,,,
Nuveen Preferred and Income 202,JPT,NYSE,2019-01-31 18:00:00,0.0,0.0
JPMorgan Diversified Return U.S,JPUS,NYSEArca,,,
iShares JPX-Nikkei 400 ETF,JPXN,NYSEArca,,1.073,0.017913427
Nuveen Credit Strategies Income,JQC,NYSE,2019-01-31 18:00:00,0.477,0.09636364
JPMorgan U.S. Quality Factor ET,JQUA,NYSEArca,,0.0,0.0
Janus Henderson U.S. Real Estat,JRE,NYSEArca,,,
Nuveen Real Asset Income and Gr,JRI,NYSE,2019-01-31 18:00:00,0.0,0.0
ALPS Global Travel Beneficiarie,JRNY,NYSEArca,,,
Nuveen Floating Rate Income Opp,JRO,NYSE,2019-01-31 18:00:00,0.698,0.09018088
Nuveen Real Estate Income Fund ,JRS,NYSE,2018-12-30 18:00:00,0.836,0.112972975
"Jerash Holdings (US), Inc.",JRSH,NasdaqCM,2023-02-20 18:00:00,0.2,0.042194095
"James River Group Holdings, Ltd",JRVR,NasdaqGS,2023-03-30 19:00:00,0.2,0.009306654
JPMorgan Short Duration Core Pl,JSCP,NYSEArca,,,
Nuveen Short Duration Credit Op,JSD,NYSE,2019-01-31 18:00:00,0.0,0.0
Navient Corporation - 6% Senior,JSM,NasdaqGS,2023-03-14 19:00:00,0.64,0.0350301
Janus Henderson Small/Mid Cap G,JSMD,NasdaqGM,2017-04-05 19:00:00,0.0,0.0
Janus Henderson Small Cap Growt,JSML,NasdaqGM,2017-04-05 19:00:00,0.0,0.0
"Jasper Therapeutics, Inc.",JSPR,NasdaqCM,,0.0,0.0
,JSPRW,NasdaqCM,,,
